project_contract_address,dex,percentage
0x7b3ed3a3444144ff526554d5f4aa463d1759f51a,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,ethereum_uniswap_3,2.1
0x7cccba38e2d959fe135e79aebb57ccb27b128358,arbitrum_camelot_3,2.1
0xc7ec87aeb9d1129c42123859220c525aba1ca617,ethereum_uniswap_3,2.1
0xc86eb7b85807020b4548ee05b54bfc956eebbfcd,arbitrum_camelot_3,2.1
0x7685cd3ddd862b8745b1082a6acb19e14eaa74f3,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0x11b815efb8f581194ae79006d24e0d814b7697f6,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,ethereum_uniswap_3,2.1
0xfae2ae0a9f87fd35b5b0e24b47bac796a7eefea1,arbitrum_camelot_3,2.1
0x7c706586679af2ba6d1a9fc2da9c6af59883fdd3,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0x02371da6173cf95623da4189e68912233cc7107c,worldchain_uniswap_3,1.9
0x610e319b3a3ab56a0ed5562927d37c233774ba39,worldchain_uniswap_3,1.9
0xaaef72194e42af8f641e90c3e48a7f01e9547097,worldchain_uniswap_3,1.9
0x8b9ffc6909cb826d8dc5a2f7f720fa7a818b8574,worldchain_uniswap_3,1.9
0x02371da6173cf95623da4189e68912233cc7107c,worldchain_uniswap_3,1.9
0x610e319b3a3ab56a0ed5562927d37c233774ba39,worldchain_uniswap_3,1.9
0x2765f0eee393fdd9f1164487f2c037b570561034,worldchain_uniswap_3,1.9
0x610e319b3a3ab56a0ed5562927d37c233774ba39,worldchain_uniswap_3,1.9
0x760d6c8af8b4d343e352327b33ea1c79ef7d1039,worldchain_uniswap_3,1.9
0x8b9ffc6909cb826d8dc5a2f7f720fa7a818b8574,worldchain_uniswap_3,1.9
0x2b62f560fa5fdda87e37979c42ae900752ae5acd,worldchain_uniswap_3,1.9
0x51f6ab13414612a8a017d7f13342a08819d1d713,worldchain_uniswap_3,1.9
0x3226d525bb0ea2346d512215ca8df7d81801786e,worldchain_uniswap_3,1.9
0x494d68e3cab640fa50f4c1b3e2499698d1a173a0,worldchain_uniswap_3,1.9
0x0d1cfdb753f03500f5ae1f565dc3823367630061,ethereum_uniswap_2,1.4
0xcf4236db746dbc1855a4d095aaf58da9b030491e,ethereum_uniswap_2,1.4
0xdbf30520e95564b0e6a7325aa3824b9c6469770d,ethereum_uniswap_2,1.4
0x4f6f53dd27964156d7b1b8c56228989789fb1e24,ethereum_uniswap_2,1.4
0x50b72ce443964044e383cd68de794d55a7cfae8a,ethereum_uniswap_2,1.4
0x76a2666d268a6ec507e4928aa619a98fda942284,ethereum_uniswap_2,1.4
0x6ec94f50cadcc79984463688de42a0ca696ec2db,ethereum_uniswap_2,1.4
0x3a0ef60e803aae8e94f741e7f61c7cbe9501e569,ethereum_uniswap_2,1.4
0xb4aa0fc678a85f7a877c6d5afac87cf75458ab9e,ethereum_uniswap_2,1.4
0x126262c0a43e4130f5619513e7ef6231dca3e5b1,ethereum_uniswap_2,1.4
0x0b07188b12e3bba6a680e553e23c4079e98a034b,ethereum_uniswap_2,1.4
0x904fde9bb36fc1b670e2409a9ef1f3e143167706,ethereum_uniswap_2,1.4
0xb36ec83d844c0579ec2493f10b2087e96bb65460,ethereum_uniswap_2,1.4
0xfcad5c316f5618a79852f89e1a9b18103e48a456,ethereum_uniswap_2,1.4
0xddd23787a6b80a794d952f5fb036d0b31a8e6aff,ethereum_uniswap_2,1.4
0x70024bd98ac4e22b85a1e8ea9f18f2d3241b3866,ethereum_uniswap_2,1.4
0xa6c741795d3469dc6787c436b816b853eaf65535,ethereum_uniswap_2,1.4
0xb011eeaab8bf0c6de75510128da95498e4b7e67f,ethereum_uniswap_2,1.4
0x0c722a487876989af8a05fffb6e32e45cc23fb3a,ethereum_uniswap_2,1.4
0x17a5588afe9b40aa5468260d3dbe226a98f496db,ethereum_uniswap_2,1.4
0x86016bb1c16d7a1ed343c3ee562cf45a9a6843df,ethereum_uniswap_2,1.4
0x09873982620101982db03519c8db132ccfb8d187,ethereum_uniswap_2,1.4
0xca2d5aa47839c6dd84955a6fd080a60991e15871,ethereum_uniswap_2,1.4
0x6577ecf1a0d82659d5d892b76d2a8e902fb1f31b,ethereum_uniswap_2,1.4
0xae2d9288be0587c2097ec46db7686ac2481f896e,optimism_uniswap_3,1.3
0x1fb3cf6e48f1e7b10213e7b6d87d4c073c7fdb7b,optimism_uniswap_3,1.3
0x8d65c65bef330f63787b73951bf5b80c6a63f437,optimism_uniswap_3,1.3
0x85149247691df622eaf1a8bd0cafd40bc45154a9,optimism_uniswap_3,1.3
0xc858a329bf053be78d6239c4a4343b8fbd21472b,optimism_uniswap_3,1.3
0x966a8bce7dc11f4ec5a8885a7d31f0f170e3e00d,optimism_uniswap_3,1.3
0x95d9d28606ee55de7667f0f176ebfc3215cfd9c0,optimism_uniswap_3,1.3
0x85149247691df622eaf1a8bd0cafd40bc45154a9,optimism_uniswap_3,1.3
0x146b020399769339509c98b7b353d19130c150ec,optimism_uniswap_3,1.3
0x1fb3cf6e48f1e7b10213e7b6d87d4c073c7fdb7b,optimism_uniswap_3,1.3
0xfc1f3296458f9b2a27a0b91dd7681c4020e09d05,optimism_uniswap_3,1.3
0x1c3140ab59d6caf9fa7459c6f83d4b52ba881d36,optimism_uniswap_3,1.3
0x227f432a82fa6a04826ed6fe9f95f4e0acf091aa,optimism_uniswap_3,1.3
0x6948263b49caec3b1e7989a9c86de1d0484234dc,optimism_uniswap_3,1.3
0xd28f71e383e93c570d3edfe82ebbceb35ec6c412,optimism_uniswap_3,1.3
0x85149247691df622eaf1a8bd0cafd40bc45154a9,optimism_uniswap_3,1.3
0xb589969d38ce76d3d7aa319de7133bc9755fd840,optimism_uniswap_3,1.3
0xff7fbdf7832ae524deda39ca402e03d92adff7a5,optimism_uniswap_3,1.3
0xf961a8f6d8c69e7321e78d254ecafbcc3a637621,berachain_beraswap_1,1.2
0x707ba27189e8bf89e43b2198e6b88aac4720124f,optimism_velodrome_2,1.2
0xf130f72f8190f662522774c3367e6e8814f5e219,celo_uniswap_3,1.2
0x1207c619086a52edef4a4b7af881b5ddd367a919,berachain_beraswap_1,1.2
0x62191c893df8d26ac295ba1274a00975dc07190c,optimism_velodrome_2,1.2
0xddff2cdad11898b901a661e32e9fa010780263a0,celo_uniswap_3,1.2
0xdd70a5ef7d8cfe5c5134b5f9874b09fb5ce812b4,berachain_beraswap_1,1.2
0x2e931de1fcb2681dc98601e0b513308da9c5ceae,optimism_velodrome_2,1.2
0x6cde5f5a192fbf3fd84df983aa6dc30dbd9f8fac,celo_uniswap_3,1.2
0xde04c469ad658163e2a5e860a03a86b52f6fa8c8,berachain_beraswap_1,1.2
0xf2d42c46528116362aca448837a0236459b53c63,optimism_velodrome_2,1.2
0xf130f72f8190f662522774c3367e6e8814f5e219,celo_uniswap_3,1.2
0x38fdd999fe8783037db1bbfe465759e312f2d809,berachain_beraswap_1,1.2
0x0c3a7aa27a6e14b7a92e09456b0970ab71cc0598,optimism_velodrome_2,1.2
0xa1777e082fa1746eb78dd9c1fbb515419cf6e538,celo_uniswap_3,1.2
0x2c4a603a2aa5596287a06886862dc29d56dbc354,berachain_beraswap_1,1.2
0x3dd9556a521d6e57be480c94da102fedf0429aba,optimism_velodrome_2,1.2
0x2d70cbabf4d8e61d5317b62cbe912935fd94e0fe,celo_uniswap_3,1.2
0x2c4a603a2aa5596287a06886862dc29d56dbc354,berachain_beraswap_1,1.2
0xa605cfb964a8519531f9ffffa92fd9d36a7a1d4b,sonic_shadow_3,1.2
0xdd70a5ef7d8cfe5c5134b5f9874b09fb5ce812b4,berachain_beraswap_1,1.2
0x66a8289bdd968d1157eb1a608f60a87759632cd6,sonic_shadow_3,1.2
0x2c4a603a2aa5596287a06886862dc29d56dbc354,berachain_beraswap_1,1.2
0x2bcb79fd1e0c4251b6f94daee25d4c6ff330cdf8,sonic_shadow_3,1.2
0xf28c748091fdab86d5120ab359fcb471daa6467d,sonic_shadow_3,1.2
0x324963c267c354c7660ce8ca3f5f167e05649970,sonic_shadow_3,1.2
0x55b765d53425fc6aacc357799e2722036cdcfed9,berachain_kodiak_3,1.1
0xa125af1a4704044501fe12ca9567ef1550e430e8,mantle_fusionx_3,1.1
0xb16ffd445d3c785476f87017b79423ec9057406b,berachain_kodiak_3,1.1
0xa125af1a4704044501fe12ca9567ef1550e430e8,mantle_fusionx_3,1.1
0x55b765d53425fc6aacc357799e2722036cdcfed9,berachain_kodiak_3,1.1
0xa125af1a4704044501fe12ca9567ef1550e430e8,mantle_fusionx_3,1.1
0x12bf773f18cec56f14e7cb91d82984ef5a3148ee,berachain_kodiak_3,1.1
0xa125af1a4704044501fe12ca9567ef1550e430e8,mantle_fusionx_3,1.1
0x952e2d2fe68b3a5d029c9326e6a379e4c5a0ce0e,berachain_kodiak_3,1.1
0x39fb5654775d7738960e00fefc718746d99abff4,berachain_kodiak_3,1.1
0x952e2d2fe68b3a5d029c9326e6a379e4c5a0ce0e,berachain_kodiak_3,1.1
0x952e2d2fe68b3a5d029c9326e6a379e4c5a0ce0e,berachain_kodiak_3,1.1
0x952e2d2fe68b3a5d029c9326e6a379e4c5a0ce0e,berachain_kodiak_3,1.1
0x952e2d2fe68b3a5d029c9326e6a379e4c5a0ce0e,berachain_kodiak_3,1.1
0x952e2d2fe68b3a5d029c9326e6a379e4c5a0ce0e,berachain_kodiak_3,1.1
0x58af1cac4274de35b40a6cadb70a86f1f25372cc,berachain_kodiak_3,1.1
0x28f9acbc98ccba62a2ca69986dec10d2f154c033,berachain_kodiak_3,1.1
0xb16ffd445d3c785476f87017b79423ec9057406b,berachain_kodiak_3,1.1
0xb8c0ba2d17c4cc1f3d9a25eabd123ad24a009ebe,berachain_kodiak_3,1.1
0xd890ab8fa2fbd4c8adaeda4c7ea270d94efffb4a,berachain_kodiak_3,1.1
0x55b765d53425fc6aacc357799e2722036cdcfed9,berachain_kodiak_3,1.1
0xc690116cb51f721a055a81706dbcb8df21e77a8e,berachain_kodiak_3,1.1
0x952e2d2fe68b3a5d029c9326e6a379e4c5a0ce0e,berachain_kodiak_3,1.1
0x2a7856fff3069bd2d551f94ac035fde1f544b4ef,berachain_kodiak_3,1.1
0x75159c541bd49b1b6c51f5f3e796579e7cccb071,berachain_kodiak_3,1.1
0x55b765d53425fc6aacc357799e2722036cdcfed9,berachain_kodiak_3,1.1
0x952e2d2fe68b3a5d029c9326e6a379e4c5a0ce0e,berachain_kodiak_3,1.1
0x2a7856fff3069bd2d551f94ac035fde1f544b4ef,berachain_kodiak_3,1.1
0xd8ab2dad071a63e6886e7db757ce106b4d76698e,berachain_kodiak_3,1.1
0x12bf773f18cec56f14e7cb91d82984ef5a3148ee,berachain_kodiak_3,1.1
0xae81fac689a1b4b1e06e7ef4a2ab4cd8ac0a087d,polygon_quickswap_3,1.0
0x55caabb0d2b704fd0ef8192a7e35d8837e678207,polygon_quickswap_3,1.0
0xed7fe50447ba92b3369e27ebc360585124b1dfb6,polygon_quickswap_3,1.0
0xa6aedf7c4ed6e821e67a6bfd56fd1702ad9a9719,polygon_quickswap_3,1.0
0x5b41eedcfc8e0ae47493d4945aa1ae4fe05430ff,polygon_quickswap_3,1.0
0xeffa9e5e63ba18160ee26bda56b42f3368719615,polygon_quickswap_3,1.0
0x479e1b71a702a595e19b6d5932cd5c863ab57ee0,polygon_quickswap_3,1.0
0xa6aedf7c4ed6e821e67a6bfd56fd1702ad9a9719,polygon_quickswap_3,1.0
0x6699f00b75741fc7ca4d20e190f763086f77cb41,polygon_quickswap_3,1.0
0x9ceff2f5138fc59eb925d270b8a7a9c02a1810f2,polygon_quickswap_3,1.0
0x7b925e617aefd7fb3a93abe3a701135d7a1ba710,polygon_quickswap_3,1.0
0xdb975b96828352880409e86d5ae93c23c924f812,polygon_quickswap_3,1.0
0x7b925e617aefd7fb3a93abe3a701135d7a1ba710,polygon_quickswap_3,1.0
0x5fb5363825cbbcdab9b0326e0be6e05dae8737e6,polygon_quickswap_3,1.0
0x6699f00b75741fc7ca4d20e190f763086f77cb41,polygon_quickswap_3,1.0
0x9ceff2f5138fc59eb925d270b8a7a9c02a1810f2,polygon_quickswap_3,1.0
0x17b509b2b65b0d07b9e46bfc2ffe6c9c09a8e821,polygon_quickswap_3,1.0
0x55caabb0d2b704fd0ef8192a7e35d8837e678207,polygon_quickswap_3,1.0
0xeffa9e5e63ba18160ee26bda56b42f3368719615,polygon_quickswap_3,1.0
0x2fa71491f8070fa644d97b4782db5734854c0f6f,optimism_velodrome_2_cl,0.8
0x47a90a2d92a8367a91efa1906bfc8c1e05bf10c4,bnb_uniswap_3,0.8
0xd08c50f7e69e9aeb2867deff4a8053d9a855e26a,mantle_agni_3,0.8
0x478946bcd4a5a22b316470f5486fafb928c0ba25,optimism_velodrome_2_cl,0.8
0x47a90a2d92a8367a91efa1906bfc8c1e05bf10c4,bnb_uniswap_3,0.8
0xd08c50f7e69e9aeb2867deff4a8053d9a855e26a,mantle_agni_3,0.8
0x478946bcd4a5a22b316470f5486fafb928c0ba25,optimism_velodrome_2_cl,0.8
0x0d3a9eed32e90fa2c976ac355e30dc51bcc9abaf,bnb_uniswap_3,0.8
0xd08c50f7e69e9aeb2867deff4a8053d9a855e26a,mantle_agni_3,0.8
0x39ed27d101aa4b7ce1cb4293b877954b8b5e14e5,optimism_velodrome_2_cl,0.8
0xcb99fe720124129520f7a09ca3cbef78d58ed934,bnb_uniswap_3,0.8
0xd08c50f7e69e9aeb2867deff4a8053d9a855e26a,mantle_agni_3,0.8
0x4141325bac36affe9db165e854982230a14e6d48,bnb_uniswap_3,0.8
0xd08c50f7e69e9aeb2867deff4a8053d9a855e26a,mantle_agni_3,0.8
0x0d3a9eed32e90fa2c976ac355e30dc51bcc9abaf,bnb_uniswap_3,0.8
0x0d9e39d357337edde4a9bc12178da40256e2f533,mantle_agni_3,0.8
0xb873e889f28e3d2c86f2495820dd5eca329bddf4,bnb_uniswap_3,0.8
0xf9b5f2babdd388737be702dd732fb6b6bfe9dc20,mantle_agni_3,0.8
0x4141325bac36affe9db165e854982230a14e6d48,bnb_uniswap_3,0.8
0x4141325bac36affe9db165e854982230a14e6d48,bnb_uniswap_3,0.8
0xdb2177fee5b0ebdc7b8038cb70f3964bb6d14143,bnb_uniswap_3,0.8
0x0adaf134ae0c4583b3a38fc3168a83e33162651e,bnb_uniswap_3,0.8
0x813c0decbb1097fff46d0ed6a39fb5f6a83043f4,bnb_uniswap_3,0.8
0x28df0835942396b7a1b7ae1cd068728e6ddbbafd,bnb_uniswap_3,0.8
0xa33d58dd24ad078a1c8dfae414e9e84ef7da6335,bnb_uniswap_3,0.8
0x47a90a2d92a8367a91efa1906bfc8c1e05bf10c4,bnb_uniswap_3,0.8
0x47a90a2d92a8367a91efa1906bfc8c1e05bf10c4,bnb_uniswap_3,0.8
0x1bca769705ff0d3bc1f52ad680dc0a13ed5fc0b3,bnb_uniswap_3,0.8
0xe72b6dd415cdaceac76616df2c9278b33079e0d3,sonic_wagmi_3,0.7
0x67366782805870060151383f4bbff9dab53e5cd6,polygon_uniswap_4,0.7
0x498581ff718922c3f8e6a244956af099b2652b2b,base_uniswap_4,0.7
0xdf7a37c270cfcd8ae9947a907d8c7ed6b188eda4,sonic_wagmi_3,0.7
0x67366782805870060151383f4bbff9dab53e5cd6,polygon_uniswap_4,0.7
0x498581ff718922c3f8e6a244956af099b2652b2b,base_uniswap_4,0.7
0x25f746bb206041ed8da6f08ed1d32454a5856d37,sonic_wagmi_3,0.7
0x67366782805870060151383f4bbff9dab53e5cd6,polygon_uniswap_4,0.7
0x498581ff718922c3f8e6a244956af099b2652b2b,base_uniswap_4,0.7
0x67366782805870060151383f4bbff9dab53e5cd6,polygon_uniswap_4,0.7
0x498581ff718922c3f8e6a244956af099b2652b2b,base_uniswap_4,0.7
0x67366782805870060151383f4bbff9dab53e5cd6,polygon_uniswap_4,0.7
0x8189c4c96826d016a99986394103dfa9ae41e7ee,gnosis_balancer_2,0.6
0x74cb6260be6f31965c239df6d6ef2ac2b5d4f020,base_baseswap_3,0.6
0x000000000004444c5dc75cb358380d2e3de08a90,ethereum_uniswap_4,0.6
0x2086f52651837600180de173b09470f54ef74910,gnosis_balancer_2,0.6
0x74cb6260be6f31965c239df6d6ef2ac2b5d4f020,base_baseswap_3,0.6
0x00df7f58e1cf932ebe5f54de5970fb2bdf0ef06d,gnosis_balancer_2,0.6
0x74cb6260be6f31965c239df6d6ef2ac2b5d4f020,base_baseswap_3,0.6
0x4d7adc5e362a97b5ba1b02bc0447249ac81e76ad,gnosis_balancer_2,0.6
0x74cb6260be6f31965c239df6d6ef2ac2b5d4f020,base_baseswap_3,0.6
0xa99fd9950b5d5dceeaf4939e221dca8ca9b938ab,gnosis_balancer_2,0.6
0x95652709f0ce29c1bf16576ea1d3de2a007727f4,base_baseswap_3,0.6
0x00df7f58e1cf932ebe5f54de5970fb2bdf0ef06d,gnosis_balancer_2,0.6
0xef3c164b0fee8eb073513e88ecea280a58cc9945,base_baseswap_3,0.6
0x6332a93695a0959a9323732728782c3dd4dff34b,gnosis_balancer_2,0.6
0x74cb6260be6f31965c239df6d6ef2ac2b5d4f020,base_baseswap_3,0.6
0x88492051e18a65fe00241a93699a6082ae95c828,base_baseswap_3,0.6
0x94f64594854df80d2daddb62830af8e9ac8654c0,base_baseswap_3,0.6
0x74cb6260be6f31965c239df6d6ef2ac2b5d4f020,base_baseswap_3,0.6
0x26f859da14329022dba1b87dd1998f18e3b222fe,base_baseswap_3,0.6
0xf9a72fd5c30112af583b86b190b2d776b6c3c056,base_baseswap_3,0.6
0xe8537b6ff1039cb9ed0b71713f697ddbadbb717d,optimism_velodrome_1,0.5
0xf7aa265d01b58b66bdcd1b534fc24fe4867ad39e,bnb_biswap_2,0.5
0x47029bc8f5cbe3b464004e87ef9c9419a48018cd,optimism_velodrome_1,0.5
0xda8ceb724a06819c0a5cdb4304ea0cb27f8304cf,bnb_biswap_2,0.5
0xf9ab5dd8f239e2916f54e8b1de171aa9c04aa136,avalanche_c_trader_joe_2.2,0.5
0x41c8cf74c27554a8972d3bf3d2bd4a14d8b604ab,zksync_maverick_1,0.5
0x9ae8b07117b784b27242fc90e3b99ce02fe66a73,bnb_biswap_2,0.5
0x864d4e5ee7318e97483db7eb0912e09f161516ea,avalanche_c_trader_joe_2.2,0.5
0xafa8ca24eac27b5ae680b7856e54fdb06b5f60be,zksync_maverick_1,0.5
0x810b5e9e9e84f3cbe2fa3730e8705d0fba25dd1b,avalanche_c_trader_joe_2.2,0.5
0x8a1a9efb7f7f74ace10a31f2f5f9f7e804f957b1,sei_oku_3,0.4
0x2ecb08f87f075b5769fe543d0e52e40140575ea7,ronin_katana_2,0.4
0x8a1a9efb7f7f74ace10a31f2f5f9f7e804f957b1,sei_oku_3,0.4
0xa7964991f339668107e2b6a6f6b8e8b74aa9d017,ronin_katana_2,0.4
0x8a1a9efb7f7f74ace10a31f2f5f9f7e804f957b1,sei_oku_3,0.4
0x7b496047e26c989af4fbd16b013940059e5b2594,ronin_katana_2,0.4
0x0493f80f3d4da87aa0f3713e81e84062d769e5e1,sei_oku_3,0.4
0x75ae353997242927c701d4d6c2722ebef43fd2d3,ronin_katana_2,0.4
0x39888258d60fed9228f89e13eb57a92f1fa832eb,avalanche_c_trader_joe_1,0.4
0xbb8b2da5db110ad625270061e81987ce342677c3,base_maverick_1,0.4
0x80ea8489ae1f3f389af94bc3b95e461a6c19dd20,ronin_katana_2,0.4
0x41ab86eecbd110a82ca602d032a461f453066f1e,avalanche_c_trader_joe_1,0.4
0xeed1c0ba2c17855288c3a2b36f3b5068346fa2bd,avalanche_c_trader_joe_1,0.4
0xeed1c0ba2c17855288c3a2b36f3b5068346fa2bd,avalanche_c_trader_joe_1,0.4
0xacb4adfc44b9209f3f951de2c666e7660e604ff0,avalanche_c_trader_joe_1,0.4
0x41ab86eecbd110a82ca602d032a461f453066f1e,avalanche_c_trader_joe_1,0.4
0x0dcd30561c1abe397feff30e244151869a3fedc6,avalanche_c_trader_joe_1,0.4
0x781655d802670bba3c89aebaaea59d3182fd755d,avalanche_c_trader_joe_1,0.4
0x2dcdab065b356e62c2966bae332268a286cc8cbd,base_balancer_2,0.3
0x2b959ccb3c8fc1ed7769004742c197e28251027e,optimism_solidly_3,0.3
0x6d121b98575f80274a42efa7b403d7b008d82e39,gnosis_honeyswap_2,0.3
0x8e3a13418743ab1a98434551937ea687e451b589,mantle_merchant_moe_1,0.3
0x360e68faccca8ca495c1b759fd9eee466db9fb32,arbitrum_uniswap_4,0.3
0x8e3a13418743ab1a98434551937ea687e451b589,mantle_merchant_moe_1,0.3
0x360e68faccca8ca495c1b759fd9eee466db9fb32,arbitrum_uniswap_4,0.3
0x8e3a13418743ab1a98434551937ea687e451b589,mantle_merchant_moe_1,0.3
0x777a8255ca72412f0d706dc03c9d1987306b4cad,celo_mento_2,0.3
0x8e3a13418743ab1a98434551937ea687e451b589,mantle_merchant_moe_1,0.3
0x360e68faccca8ca495c1b759fd9eee466db9fb32,arbitrum_uniswap_4,0.3
0x1a4d4aa3bd8587f6e05cc98cf87954f7d95c11c6,mantle_merchant_moe_1,0.3
0x777a8255ca72412f0d706dc03c9d1987306b4cad,celo_mento_2,0.3
0x57dbbf8ad81898f430cf45fead615a1e049c9f76,mantle_merchant_moe_1,0.3
0x360e68faccca8ca495c1b759fd9eee466db9fb32,arbitrum_uniswap_4,0.3
0x8e3a13418743ab1a98434551937ea687e451b589,mantle_merchant_moe_1,0.3
0xb3011007ebbb56c791eaebf87fe035190b8dbe62,gnosis_honeyswap_2,0.3
0x8e3a13418743ab1a98434551937ea687e451b589,mantle_merchant_moe_1,0.3
0x68e9c7e90c159cff4f7c257d7c0b3fb1fa1f8ef5,flare_sparkdex_3,0.3
0x8e3a13418743ab1a98434551937ea687e451b589,mantle_merchant_moe_1,0.3
0xff615535e281b96022f1423c89a83744fbf3dc27,base_maverick_2,0.3
0x2b6b093a6c2aba51e078540ad89ed76a0c6716fa,optimism_solidly_3,0.3
0xdf033790907c60c9b81ae355f76f74f52f92114a,base_maverick_2,0.3
0x8e3a13418743ab1a98434551937ea687e451b589,mantle_merchant_moe_1,0.3
0xff615535e281b96022f1423c89a83744fbf3dc27,base_maverick_2,0.3
0x00af133427899f2632434e235435dbce9271e971,fantom_spookyswap_1,0.3
0xf3eb87c1f6020982173c908e7eb31aa66c1f0296,arbitrum_sushiswap_2,0.3
0x616535324976f8dbcef19df0705b95ace86ebb48,base_maverick_2,0.3
0x65081cb48d74a32e9ccfed75164b8c09972dbcf1,unichain_uniswap_3,0.3
0xf3eb87c1f6020982173c908e7eb31aa66c1f0296,arbitrum_sushiswap_2,0.3
0xff615535e281b96022f1423c89a83744fbf3dc27,base_maverick_2,0.3
0x5b16de420b1d093b962c0bc03dd91b6d423f8c4a,unichain_uniswap_3,0.3
0x96ada81328abce21939a51d971a63077e16db26e,arbitrum_sushiswap_2,0.3
0x616535324976f8dbcef19df0705b95ace86ebb48,base_maverick_2,0.3
0x8d58a3348f302f2daad2bab66a83849d900effd9,unichain_uniswap_3,0.3
0x616535324976f8dbcef19df0705b95ace86ebb48,base_maverick_2,0.3
0xdf033790907c60c9b81ae355f76f74f52f92114a,base_maverick_2,0.3
0x2153484894dfd38d7af28de7a6d10de3b007a06b,base_maverick_2,0.3
0x2dbc9ab0160087ae59474fb7bed95b9e808fa6bc,polygon_balancer_2,0.2
0xd04bc65744306a5c149414dd3cd5c984d9d3470d,arbitrum_uniswap_2,0.2
0xd208168d2a512240eb82582205d94a0710bce4e7,polygon_balancer_2,0.2
0x706937dc141231168be1694d5ea9dcd04739bb41,bnb_mdex_1,0.2
0x60d0601684e8f81830c8ac2040ef1fe5fed3a489,polygon_balancer_2,0.2
0x82e8f9e7624fa038dff4a39960f5197a43fa76aa,bnb_mdex_1,0.2
0x0297e37f1873d2dab4487aa67cd56b58e2f27875,polygon_balancer_2,0.2
0xa77ef59ff29cdb5f6205eee4de2f9b9f22274ebe,bnb_mdex_1,0.2
0xe728af1d484e36ae03d0d58e4e1565d28bf414f6,fantom_solidly_3,0.2
0xfd1ef328a17a8e8eeaf7e4ea1ed8a108e1f2d096,bnb_apeswap_1,0.2
0x19127998126b6c7d32d596ee15d32719b1789c8e,polygon_balancer_2,0.2
0x6352a56caadc4f1e25cd6c75970fa768a3304e64,base_openocean_2,0.2
0x7f85e0c38ba63f7236117472fa71faf655769c8a,base_baseswap_2,0.2
0x6352a56caadc4f1e25cd6c75970fa768a3304e64,base_openocean_2,0.2
0x9a13f98cb987694c9f086b1f5eb990eea8264ec3,optimism_uniswap_4,0.2
0xf682b0001d0232cbd9ae9d4d401822f37e45fb92,unichain_uniswap_2,0.2
0xd47d2791d3b46f9452709fa41855a045304d6f9d,fantom_beethoven_x_1,0.2
0xfc067766349d0960bdc993806ea2e13fcfc03c4d,polygon_sushiswap_1,0.2
0xb75c9073ea00abda9ff420b5ae46fee248993380,sonic_equalizer_1,0.2
0x6d12d3fe16dd83115254a32b273b05ac5444c349,fantom_beethoven_x_1,0.2
0x9a13f98cb987694c9f086b1f5eb990eea8264ec3,optimism_uniswap_4,0.2
0x6c6ae185ebe8a7f90ad545d0327c990477781f8b,unichain_uniswap_2,0.2
0x9a13f98cb987694c9f086b1f5eb990eea8264ec3,optimism_uniswap_4,0.2
0x945313511636df13b54b70fba47db0b4da7ed499,unichain_uniswap_2,0.2
0x9a13f98cb987694c9f086b1f5eb990eea8264ec3,optimism_uniswap_4,0.2
0x9f46dd8f2a4016c26c1cf1f4ef90e5e1928d756b,sonic_silverswap_3,0.1
0x48ef5640e71001cac842f5627a0bfec1ef09deb7,mantle_uniswap_3,0.1
0x30c99b07271d9a7143c324f04c77642262380c88,zkevm_quickswap_3,0.1
0xfc60a4d05ac8c93f62276e046ad5a098f5c7820a,mantle_uniswap_3,0.1
0x9f46dd8f2a4016c26c1cf1f4ef90e5e1928d756b,sonic_silverswap_3,0.1
0x23c5d44da659fdec766cf08af26f787bd46a98fc,scroll_nuri_1,0.1
0x9f46dd8f2a4016c26c1cf1f4ef90e5e1928d756b,sonic_silverswap_3,0.1
0x27ed78122b8ef363f4ef5b3afe197e0c4a2fa514,linea_nile_1,0.1
0x66def9ad68accb63d4c96dc13cb7a7f9d5e03ae5,sonic_silverswap_3,0.1
0x02efd69765a2f8df9797b13a046b7f080ad40cd7,scroll_nuri_1,0.1
0x9f46dd8f2a4016c26c1cf1f4ef90e5e1928d756b,sonic_silverswap_3,0.1
0xadf56f4966f965d1759ecd3d63028d610e773817,arbitrum_solidly_3,0.1
0x0484ae96984bcadf6476811974eeb6c7975b483f,base_infusion_1,0.1
0xe0da810f07da1eace7f044afd081f8583dbe9cd3,scroll_nuri_1,0.1
0x9f46dd8f2a4016c26c1cf1f4ef90e5e1928d756b,sonic_silverswap_3,0.1
